district,fac_name,level_of_care,lat,long,fac_owner
Nsanje,Nsanje_DHO_Pharmacy,2,-16.91761401,35.26005597,Government of Malawi
Nsanje,Nyamithuthu_Health_Centre,1a,-16.6822822,35.19814275,Government of Malawi
Nsanje,Phokera_Health_Centre,1a,-16.62843971,35.1565406,Government of Malawi
Nsanje,Sorgin_Health_Centre,1a,-16.54259018,35.01197163,Government of Malawi
Nsanje,Tengani_Health_Centre,1a,-16.73278525,35.27050242,Government of Malawi
Nsanje,Sankhulani_Health_Centre,1a,-16.45683672,35.25885614,Government of Malawi
Nsanje,Trinity_Hospital,1b,-16.41902873,35.17115604,CHAM
Nsanje,Kalemba_Hospital,1b,-16.57573405,35.11162305,CHAM
Ntcheu,Bilila_Health_Centre,1a,-14.82500219,34.85118486,Government of Malawi
Ntcheu,Biliwiri_Health_Centre,1a,-14.76068411,34.55761209,Government of Malawi
Ntcheu,Bwanje_Health_Centre,1a,-14.64891909,34.77465368,Government of Malawi
Ntcheu,Champiti_Health_Centre,1a,-14.90247774,34.73191682,Government of Malawi
Ntcheu,Chigodi_Health_Centre,1b,-14.49214836,34.54093714,CHAM
Ntcheu,Chikande_Health_Centre,1a,-14.77263159,34.90742043,Government of Malawi
Ntcheu,Chikowa_-NU036_Health_Centre,1a,-13.72943871,33.45819838,Government of Malawi
Ntcheu,Doviko_Health_Centre,1a,-15.08229075,34.59075155,Government of Malawi
Ntcheu,Dzunje_Health_Centre,1a,-14.80807563,34.73583571,Government of Malawi
Ntcheu,Gowa_Health_Centre,1b,-14.69909023,34.59004442,CHAM
Ntcheu,Kalimanjira_Health_Centre,1a,-14.86677944,34.90902648,Government of Malawi
Ntcheu,Kandeu_Health_Centre,1a,-14.60261688,34.61623287,Government of Malawi
Ntcheu,Kapeni_Health_Centre,1a,-15.00496475,34.77068689,Government of Malawi
Ntcheu,Kasinje_Health_Centre,1a,-14.52355122,34.67649189,Government of Malawi
Ntcheu,Katsekera_Health_Centre,1a,-15.03342472,34.64101853,Government of Malawi
Ntcheu,Lake_View_Health_Centre,1b,-14.64232066,34.55364204,CHAM
Ntcheu,Lizulu_Health_Centre,1a,-14.51767008,34.46597436,Government of Malawi
Ntcheu,Manjawira_Health_Centre,1a,-15.00836874,34.85986814,Government of Malawi
Ntcheu,Masasa_Dispensary,1a,-14.43337027,34.42250872,Government of Malawi
Ntcheu,Matanda_Health_Centre,1b,-15.10538742,34.66822585,CHAM
Ntcheu,Mlanda_Health_Centre,1b,-14.47865252,34.45995412,CHAM
Ntcheu,Mlangeni_Health_Centre,1a,-14.67682788,34.53665275,Government of Malawi
Ntcheu,Mtonda_Health_Centre,1b,-15.02032498,34.75225153,CHAM
Ntcheu,Muluma_Health_Centre,1b,-14.70487862,34.618774993905895,CHAM
Ntcheu,Nsipe_Health_Centre,1b,-14.86450604,34.75183567,CHAM
Ntcheu,Nsiyaludzu_Health_Centre,1a,-14.93671822,34.87421244,Government of Malawi
Ntcheu,Ntcheu_DHO_Pharmacy,2,-14.81724142,34.63848485,Government of Malawi
Ntcheu,Nzama_Health_Centre,1b,-14.89270459,34.58574978,CHAM
Ntcheu,Senzani_Health_Centre,1b,-15.07843094,34.8579926,CHAM
Ntcheu,Mphepozinayi_Health_Centre,1a,-14.73589328,34.66108566,Government of Malawi
Ntcheu,Sister_Theresa_Mikoke_Hospital,1b,-14.99897102,34.82779744810177,CHAM
Ntcheu,Tsangano_Health_Centre,1b,-15.173758,34.61089072,CHAM
Ntcheu,Phanga_Health_Centre,1a,-14.34496791,34.72008994,Government of Malawi
Ntcheu,Ganya_Health_Centre,1b,-14.60976578,34.61784484,CHAM
Ntcheu,Sharpe_Valley_Health_Centre,1b,-14.61135408,34.73689605,CHAM
Ntchisi,Chinguluwe_Health_Centre,1a,-13.26143878,33.86848606,Government of Malawi
Ntchisi,Chinthembwe_Health_Centre,1b,-13.433722,33.9751377,CHAM
Ntchisi,Kamsonga_Health_Centre,1a,-13.27439123,33.79942245,Government of Malawi
Ntchisi,Kangolwa_Health_Centre,1a,-13.37021582,34.07034295,Government of Malawi
Ntchisi,Khuwi_Health_Centre,1a,-13.43176018,33.83406493,Government of Malawi
Ntchisi,Malomo_Health_Centre,1a,-13.14823668,33.83928524,Government of Malawi
Ntchisi,Mkhuzi_Health_Centre,1a,-13.36622623,33.77687683,Government of Malawi
Ntchisi,Mndinda_Health_Centre,1a,-13.24752908,34.05712779,Government of Malawi
Ntchisi,Mzandu_Health_Centre,1a,-13.48924527,34.02753301,Government of Malawi
Ntchisi,Ntchisi_DHO_Pharmacy,2,-13.36350929,33.91049786,Government of Malawi
Ntchisi,Nthondo_Health_Centre,1a,-13.24725612,34.00612659,Government of Malawi
Ntchisi,Malambo_Health_Centre,1b,-13.21299058,33.76250912,CHAM
Phalombe,Chiringa_Maternity_Health_Centre,1a,-15.76559173,35.7619677,Government of Malawi
Phalombe,Chitekesa_Health_Centre,1a,-15.55196571,35.57257733,Government of Malawi
Phalombe,Kalinde_Health_Centre,1a,-15.67184974,35.72814915,Government of Malawi
Phalombe,Migowi_Health_Centre,1a,-15.71953793,35.685598,Government of Malawi
Phalombe,Mpasa_Health_Centre,1a,-15.75785315,35.61159033,Government of Malawi
Phalombe,Mulungu_Alinafe_Clinic,1a,-15.8570848,35.81577283,
Phalombe,Mwanga_Health_Centre,1b,-15.64615897,35.53228359,CHAM
Phalombe,Nambazo_Health_Centre,1a,-15.55669205,35.81950424,Government of Malawi
Phalombe,Nazombe_(GoGo)_Health_Centre,1a,-15.76955716,35.76948038,Government of Malawi
Phalombe,Nkhulambe_Health_Centre,1a,-15.85786635,35.75123731,Government of Malawi
Phalombe,Nkhwayi_Health_Centre,1a,-15.61441499,35.62833159,Government of Malawi
Phalombe,Phalombe_DHO_Pharmacy,2,-15.71731409,35.70473078809845,Government of Malawi
Phalombe,Sukasanje_Health_Centre,1b,-15.93017919,35.76545875,CHAM
Phalombe,Chiringa_CHAM,1b,-15.76559173,35.7619677,CHAM
Rumphi,Bolero_Rural/_Community_Hospital,1b,-10.98862943,33.75488105209381,Government of Malawi
Rumphi,Chisimuka_Health_Centre,1a,-10.76924,33.55751,Government of Malawi
Rumphi,Chitimba_Health_Centre,1a,-10.59768727,34.17036706,Government of Malawi
Rumphi,David_Gordon_Memorial_Hospital,1b,-10.60404069,34.111200063003515,CHAM
Rumphi,Jalawe_Health_Centre,1a,-10.73071902,34.16155132,Government of Malawi
Rumphi,Katowo_Rular/_Community_Hospital,1b,-10.81237288,33.52248118618797,Government of Malawi
Rumphi,Lura_Health_Centre,1a,-10.72637402,34.04411692,Government of Malawi
Rumphi,Luwuchi_Health_Centre,1b,-10.68353,34.19353,CHAM
Rumphi,Mhuju_Rural/_Community_Hospital,1b,-10.86631804,33.995172582478574,Government of Malawi
Rumphi,Mlowe_Health_Centre,1b,-10.76429,34.19488,CHAM
Rumphi,Mphompha_Health_Centre,1a,-11.00634144,34.07315449,Government of Malawi
Rumphi,Mwazisi_Health_Centre,1a,-10.94385116,33.57914554,Government of Malawi
Rumphi,Mzokoto_Health_Centre,1a,-10.90777,34.02735,Government of Malawi
Rumphi,Ng'onga_Health_Centre,1a,-10.93922,33.94348,Government of Malawi
Rumphi,Nthenje_Health_Centre,1b,-10.91788,33.98786,CHAM
Rumphi,Rumphi_DHO_Pharmacy,2,-11.01978992,33.85382845,Government of Malawi
Rumphi,Tcharo_Health_Center,1b,-10.96203673,34.2231048,CHAM
Salima,Chagunda_Health_Centre,1a,-13.88061973,34.36723667,Government of Malawi
Salima,Chinguluwe_Health_Centre,1a,-13.26143878,33.86848606,Government of Malawi
Salima,Chipoka_Health_Centre,1a,-13.98953257,34.51547598,Government of Malawi
Salima,Chitala_Health_Centre,1b,-13.67174691,34.27132531,CHAM
Salima,Katawa_Clinic,1a,-13.71275337,34.31814159,
Salima,Khombedza_Health_Centre,1a,-13.59675149,34.31108433,Government of Malawi
Salima,Life_Line_Salima_Health_Centre,1a,-14.091724,34.544869,
Salima,Lifuwu_Health_Centre,1a,-13.67898893,34.58849978,Government of Malawi
Salima,MAFCO_Health_Centre,1a,-13.75094368,34.608217812247936,Government of Malawi
Salima,Maganga_Health_Centre,1a,-13.84699417,34.55955989,Government of Malawi
Salima,Makioni_Health_Centre,1a,-13.58602824,34.19701256,Government of Malawi
Salima,Mchoka_Health_Centre,1a,-13.92592757,34.4899871,Government of Malawi
Salima,Ngodzi_Health_Centre,1b,-14.08973594,34.51194982,CHAM
Salima,Parachute_Battalion_Clinic,1a,-13.74003407,34.59023516109687,Government of Malawi
Salima,Salima_DHO_Pharmacy,2,-13.7618883,34.4219424,Government of Malawi
Salima,Senga_Bay_Baptist_Medical_Clinic,1b,-13.7411062,34.59553694402902,CHAM
Salima,Thavite_Health_Centre,1b,-13.49797522,34.26131157,CHAM
Salima,Kaphatenga_Health_Centre,1b,-13.76295585,34.38377661,CHAM
Thyolo,Bvumbwe_Makungwa_Health_Centre,1a,-15.93940738,35.02644377,Government of Malawi
Thyolo,Bvumbwe_Research_Health_Centre,1a,-15.93940738,35.02644377,Government of Malawi
Thyolo,Changata_Health_Centre,1a,-16.078196,35.061008,Government of Malawi
Thyolo,Chimaliro_Health_Centre,1a,-15.97707439,35.18169792,Government of Malawi
Thyolo,Chimvu_Health_Centre,1a,-15.94056505,35.12324402722231,Government of Malawi
Thyolo,Chipho_Health_Centre,1b,-16.26210456,35.29531453,CHAM
Thyolo,Chisoka_Health_Centre,1a,-15.94161504,35.20884239,Government of Malawi
Thyolo,Dzimbiri_(DiDi)_Health_Centre,1a,-16.06080453,34.98975706,Government of Malawi
Thyolo,Gombe_Health_Centre,1a,-16.37273403,35.23151188,Government of Malawi
Thyolo,Khonjeni_Health_Centre,1a,-16.09664606,35.27145065,Government of Malawi
Thyolo,Makapwa_Health_Centre,1b,-16.18199,35.27984,CHAM
Thyolo,Malamulo_Hospital,1b,-16.17142195,35.11004933,CHAM
Thyolo,Mangunda_Health_Centre,1a,-16.02884,35.26166,Government of Malawi
Thyolo,Mapanga_Clinic,1a,-16.27632984,35.19706078,Government of Malawi
Thyolo,Mikolongwe_Health_Centre,1a,-15.901658,35.18368091,Government of Malawi
Thyolo,St._Hellena_Oakley_(Ntambanyama)_Health_Centre,1b,-16.12443361,35.083808920657994,CHAM
Thyolo,Thekerani_Rural/_Community_Hospital,1b,-16.32103082,35.20748759,Government of Malawi
Thyolo,Thomasi_Health_Centre,1b,-16.02873824,34.97925053,CHAM
Thyolo,Thyolo_DHO_Pharmacy,2,-16.06872413,35.14727093,Government of Malawi
Thyolo,Chingazi_Hospital,1b,-15.91827971,35.20605577,CHAM
Thyolo,St_Joseph_Mitengo_Health_Centre,1b,-16.11073543,35.24561581323808,CHAM
Thyolo,St._Martin's_Molere_Health_Centre_CHAM,1b,-16.21761048,35.1359326,CHAM
Thyolo,Zoa_Health_Centre,1a,-16.23768535,35.19990227,Government of Malawi
Zomba,Airwing_Clinic_Health_Centre,1a,-15.3887911,35.38518027,Government of Malawi
Zomba,Bimbi_Health_Centre,1a,-15.30919392,35.47965624,Government of Malawi
Zomba,Chamba_Health_Centre,1a,-15.4657357,35.51673417,Government of Malawi
Zomba,Chancellor_College_Clinic_Health_Centre,1a,-15.38552678,35.33211816,
Zomba,Changalume_Barracks_Health_Centre,1a,-15.39040777,35.21219306,Government of Malawi
Zomba,Chilipa_Health_Centre,1b,-14.70294623,34.9739151,Government of Malawi
Zomba,Chingale_Health_Centre,1a,-15.3969052,35.18084713,Government of Malawi
Zomba,Chipini_Health_Centre,1b,-15.38987821,35.09524179,CHAM
Zomba,Chisi_Health_Centre,1a,-15.331323,35.618214,Government of Malawi
Zomba,City_Clinic_Zomba,1a,-15.39060061,35.32400426,Government of Malawi
Zomba,Cobbe_Barracks_Health_Centre,1a,-15.39079931,35.30493108,Government of Malawi
Zomba,Domasi_Rural/_Community_Hospital,1b,-15.28116425,35.39940644,Government of Malawi
Zomba,H_Parker_Sharp_Health_Centre,1b,-15.29913607,35.36081376,CHAM
Zomba,Lambulira_Health_Centre,1a,-15.48437047,35.33715324,Government of Malawi
Zomba,Likangala_Health_Centre,1a,-15.42777145,35.54443498,Government of Malawi
Zomba,M'mambo_Health_Centre,1a,-15.26276392,35.15964959,Government of Malawi
Zomba,Machinjiri_Health_Centre,1a,-15.23701593,35.41773906,Government of Malawi
Zomba,Maera_Health_Centre,1a,-15.50987,35.1315,Government of Malawi
Zomba,Magomero_Health_Centre,1b,-15.56163744,35.26114307,CHAM
Zomba,Makwapala_Health_Centre,1a,-15.36956373,35.4508597,Government of Malawi
Zomba,Matawale_Health_Centre,1a,-15.39035159,35.35942825,Government of Malawi
Zomba,Naisi_Health_Centre,1a,-15.35762807,35.38521225,Government of Malawi
Zomba,Namadidi_clinic_Health_Centre,1a,-15.41070027,35.24770725,Government of Malawi
Zomba,Namasalima_Health_Centre,1a,-15.23129026,35.48884525,CHAM
Zomba,Namikango_Maternity_Health_Centre,1b,-14.07179666,34.9152199,CHAM
Zomba,Nasawa_Health_Centre,1a,-15.60259919,35.25951378,Government of Malawi
Zomba,Ngwelelo_Health_Centre,1a,-15.66657679,35.42728583,Government of Malawi
Zomba,Nkasala_Health_Centre,1b,-15.327981,35.21684073,CHAM
Zomba,Police_College_Hospital,1b,-15.39119461,35.327279,Government of Malawi
Zomba,Sadzi_Health_Centre,1a,-15.40886088,35.31948179,Government of Malawi
Zomba,St._Lukes_Hospital,1b,-15.20915154,35.35237756,CHAM
Zomba,State_House_Clinic_Health_Centre,1a,-15.38212922,35.31347031322719,Government of Malawi
Zomba,Thondwe_Health_Centre,1a,-15.48424906,35.2367553,Government of Malawi
Zomba,Zilindo_Health_Centre,1a,-15.38039177,35.30137766,Government of Malawi
Zomba,Zomba_Central_Hospital,3,-15.39878358,35.31407245,Government of Malawi
Zomba,Zomba_Central_Prison_Clinic_Health_Centre,1a,-15.39634842,35.31201046,
Zomba,Zomba_DHO_Pharmacy,2,-15.40093536,35.312904147628934,Government of Malawi
Zomba,Zomba_Mental_Hospital,4,-15.39875131,35.30414223,Government of Malawi
Zomba,Matiya_Health_Centre,1b,-15.5336173,35.54773025,CHAM
Zomba,Mayaka_Health_Centre,1b,-15.57340046,35.37291316,CHAM
Zomba,Mikuyu_Adult_Clinic,1a,-15.41115913,35.41720743,Government of Malawi
Zomba,Mwandama_Health_Centre,1a,-15.49803,35.18803,Government of Malawi
Zomba,Pirimiti_Hospital,1b,-15.48180215,35.45060271,CHAM
